ano,decil,region,comuna,poblacion,idse,ipc,pobreza,escolaridad,vivienda_material_bueno,vivienda_alcantarillado,esperanza_de_vida,índice_desarrollo_humano,avpp_tasa,swaroop,mortalidad_infantil
2016,3,3,chañaral,14.6,0.678,241.5,16.4,11.2,68.4,111.7,86.6,0.605,106.3,95.8,14.3
2012,3,5,rinconada,8.0,0.589,213.3,10.9,9.1,80.0,82.2,78.7,0.591,66.0,81.6,8.8
1992,3,5,rinconada,5.2,0.383,138.6,7.1,5.9,52.0,53.4,51.2,0.384,42.9,53.0,5.7
1996,3,5,rinconada,6.0,0.442,160.0,8.2,6.8,60.0,61.7,59.0,0.443,49.5,61.2,6.6
2000,3,5,rinconada,6.4,0.471,170.6,8.7,7.3,64.0,65.8,63.0,0.473,52.8,65.3,7.0
2004,3,5,rinconada,6.8,0.501,181.3,9.3,7.7,68.0,69.9,66.9,0.502,56.1,69.4,7.5
2008,3,5,rinconada,7.2,0.530,192.0,9.8,8.2,72.0,74.0,70.8,0.532,59.4,73.4,7.9
2016,3,5,rinconada,9.2,0.677,245.3,12.5,10.5,92.0,94.5,90.5,0.680,75.9,93.8,10.1
2012,3,13,melipilla,107.2,0.589,166.7,11.2,9.7,75.8,84.3,76.9,0.558,81.3,74.4,7.4
1992,3,13,melipilla,69.7,0.383,108.4,7.3,6.3,49.3,54.8,50.0,0.363,52.8,48.4,4.8
1996,3,13,melipilla,80.4,0.442,125.0,8.4,7.3,56.8,63.2,57.7,0.419,61.0,55.8,5.6
2000,3,13,melipilla,85.8,0.471,133.4,9.0,7.8,60.6,67.4,61.5,0.446,65.0,59.5,5.9
2004,3,13,melipilla,91.1,0.501,141.7,9.5,8.2,64.4,71.7,65.4,0.474,69.1,63.2,6.3
2008,3,13,melipilla,96.5,0.530,150.0,10.1,8.7,68.2,75.9,69.2,0.502,73.2,67.0,6.7
2016,3,13,melipilla,123.3,0.677,191.7,12.9,11.2,87.2,96.9,88.4,0.642,93.5,85.6,8.5
2012,3,6,coltauco,17.5,0.587,191.7,11.4,9.2,84.0,79.9,76.4,0.541,82.3,78.4,8.9
1992,3,6,coltauco,11.4,0.382,124.6,7.4,6.0,54.6,51.9,49.7,0.352,53.5,51.0,5.8
1996,3,6,coltauco,13.1,0.440,143.8,8.6,6.9,63.0,59.9,57.3,0.406,61.7,58.8,6.7
2000,3,6,coltauco,14.0,0.470,153.4,9.1,7.4,67.2,63.9,61.1,0.433,65.8,62.7,7.1
2004,3,6,coltauco,14.9,0.499,162.9,9.7,7.8,71.4,67.9,64.9,0.460,70.0,66.6,7.6
2008,3,6,coltauco,15.8,0.528,172.5,10.3,8.3,75.6,71.9,68.8,0.487,74.1,70.6,8.0
2016,3,6,coltauco,20.1,0.675,220.5,13.1,10.6,96.6,91.9,87.9,0.622,94.6,90.2,10.2
2012,3,6,graneros,30.7,0.586,159.4,13.2,9.4,75.0,93.6,75.5,0.507,74.7,74.2,8.6
1992,3,6,graneros,20.0,0.381,103.6,8.6,6.1,48.8,60.8,49.1,0.330,48.6,48.2,5.6
1996,3,6,graneros,23.0,0.440,119.6,9.9,7.1,56.2,70.2,56.6,0.380,56.0,55.7,6.4
2000,3,6,graneros,24.6,0.469,127.5,10.6,7.5,60.0,74.9,60.4,0.406,59.8,59.4,6.9
2004,3,6,graneros,26.1,0.498,135.5,11.2,8.0,63.8,79.6,64.2,0.431,63.5,63.1,7.3
2008,3,6,graneros,27.6,0.527,143.5,11.9,8.5,67.5,84.2,68.0,0.456,67.2,66.8,7.7
2016,3,6,graneros,35.3,0.674,183.3,15.2,10.8,86.2,107.6,86.8,0.583,85.9,85.3,9.9
2012,3,5,papudo,5.6,0.586,154.7,14.4,9.5,77.1,93.0,75.3,0.503,50.2,85.3,0.0
1992,3,5,papudo,3.6,0.381,100.6,9.4,6.2,50.1,60.5,48.9,0.327,32.6,55.4,0.0
1996,3,5,papudo,4.2,0.440,116.0,10.8,7.1,57.8,69.8,56.5,0.377,37.7,64.0,0.0
2000,3,5,papudo,4.5,0.469,123.8,11.5,7.6,61.7,74.4,60.2,0.402,40.2,68.2,0.0
2004,3,5,papudo,4.8,0.498,131.5,12.2,8.1,65.5,79.0,64.0,0.428,42.7,72.5,0.0
2008,3,5,papudo,5.0,0.527,139.2,13.0,8.6,69.4,83.7,67.8,0.453,45.2,76.8,0.0
2016,3,5,papudo,6.4,0.674,177.9,16.6,10.9,88.7,106.9,86.6,0.578,57.7,98.1,0.0
2012,3,5,puchuncaví,16.3,0.585,165.6,15.9,10.0,79.5,84.0,75.0,0.510,75.1,78.8,10.7
1992,3,5,puchuncaví,10.6,0.380,107.6,10.3,6.5,51.7,54.6,48.8,0.332,48.8,51.2,7.0
1996,3,5,puchuncaví,12.2,0.439,124.2,11.9,7.5,59.6,63.0,56.2,0.383,56.3,59.1,8.0
2000,3,5,puchuncaví,13.0,0.468,132.5,12.7,8.0,63.6,67.2,60.0,0.408,60.1,63.0,8.6
2004,3,5,puchuncaví,13.9,0.497,140.8,13.5,8.5,67.6,71.4,63.8,0.433,63.8,67.0,9.1
2008,3,5,puchuncaví,14.7,0.526,149.0,14.3,9.0,71.5,75.6,67.5,0.459,67.6,70.9,9.6
2016,3,5,puchuncaví,18.7,0.673,190.4,18.3,11.5,91.4,96.6,86.2,0.586,86.4,90.6,12.3
2012,3,6,la estrella,4.8,0.585,152.3,9.7,9.0,83.8,85.9,76.7,0.533,37.9,96.0,0.0
1992,3,6,la estrella,3.1,0.380,99.0,6.3,5.9,54.5,55.8,49.9,0.346,24.6,62.4,0.0
1996,3,6,la estrella,3.6,0.439,114.2,7.3,6.8,62.8,64.4,57.5,0.400,28.4,72.0,0.0
2000,3,6,la estrella,3.8,0.468,121.8,7.8,7.2,67.0,68.7,61.4,0.426,30.3,76.8,0.0
2004,3,6,la estrella,4.1,0.497,129.5,8.2,7.6,71.2,73.0,65.2,0.453,32.2,81.6,0.0
2008,3,6,la estrella,4.3,0.526,137.1,8.7,8.1,75.4,77.3,69.0,0.480,34.1,86.4,0.0
2016,3,6,la estrella,5.5,0.673,175.1,11.2,10.3,96.4,98.8,88.2,0.613,43.6,110.4,0.0
2012,3,4,paiguano,4.5,0.584,142.4,7.0,8.8,86.5,83.3,77.4,0.547,53.8,75.9,5.1
1992,3,4,paiguano,2.9,0.380,92.6,4.5,5.7,56.2,54.1,50.3,0.356,35.0,49.3,3.3
1996,3,4,paiguano,3.4,0.438,106.8,5.2,6.6,64.9,62.5,58.1,0.410,40.3,56.9,3.8
2000,3,4,paiguano,3.6,0.467,113.9,5.6,7.0,69.2,66.6,61.9,0.438,43.0,60.7,4.1
2004,3,4,paiguano,3.8,0.496,121.0,6.0,7.5,73.5,70.8,65.8,0.465,45.7,64.5,4.3
2008,3,4,paiguano,4.0,0.526,128.2,6.3,7.9,77.9,75.0,69.7,0.492,48.4,68.3,4.6
2016,3,4,paiguano,5.2,0.672,163.8,8.0,10.1,99.5,95.8,89.0,0.629,61.9,87.3,5.9
2012,3,10,dalcahue,15.4,0.583,165.8,6.9,8.1,93.8,82.9,78.4,0.555,60.3,74.1,6.4
1992,3,10,dalcahue,10.0,0.379,107.8,4.5,5.3,61.0,53.9,51.0,0.361,39.2,48.2,4.2
1996,3,10,dalcahue,11.6,0.437,124.4,5.2,6.1,70.3,62.2,58.8,0.416,45.2,55.6,4.8
2000,3,10,dalcahue,12.3,0.466,132.6,5.5,6.5,75.0,66.3,62.7,0.444,48.2,59.3,5.1
2004,3,10,dalcahue,13.1,0.496,140.9,5.9,6.9,79.7,70.5,66.6,0.472,51.3,63.0,5.4
2008,3,10,dalcahue,13.9,0.525,149.2,6.2,7.3,84.4,74.6,70.6,0.500,54.3,66.7,5.8
2016,3,10,dalcahue,17.7,0.670,190.7,7.9,9.3,107.9,95.3,90.2,0.638,69.3,85.2,7.4
2012,3,13,el monte,31.3,0.583,172.7,16.0,9.8,77.8,86.9,77.7,0.559,61.8,79.4,7.1
1992,3,13,el monte,20.3,0.379,112.3,10.4,6.4,50.6,56.5,50.5,0.363,40.2,51.6,4.6
1996,3,13,el monte,23.5,0.437,129.5,12.0,7.4,58.3,65.2,58.3,0.419,46.3,59.6,5.3
2000,3,13,el monte,25.0,0.466,138.2,12.8,7.8,62.2,69.5,62.2,0.447,49.4,63.5,5.7
2004,3,13,el monte,26.6,0.496,146.8,13.6,8.3,66.1,73.9,66.0,0.475,52.5,67.5,6.0
2008,3,13,el monte,28.2,0.525,155.4,14.4,8.8,70.0,78.2,69.9,0.503,55.6,71.5,6.4
2016,3,13,el monte,36.0,0.670,198.6,18.4,11.3,89.5,99.9,89.4,0.643,71.1,91.3,8.2
2012,3,5,nogales,26.1,0.582,155.6,18.5,9.2,89.9,92.3,77.3,0.517,56.6,82.3,5.5
1992,3,5,nogales,17.0,0.378,101.1,12.0,6.0,58.4,60.0,50.2,0.336,36.8,53.5,3.6
1996,3,5,nogales,19.6,0.436,116.7,13.9,6.9,67.4,69.2,58.0,0.388,42.5,61.7,4.1
2000,3,5,nogales,20.9,0.466,124.5,14.8,7.4,71.9,73.8,61.8,0.414,45.3,65.8,4.4
2004,3,5,nogales,22.2,0.495,132.3,15.7,7.8,76.4,78.5,65.7,0.439,48.1,70.0,4.7
2008,3,5,nogales,23.5,0.524,140.0,16.7,8.3,80.9,83.1,69.6,0.465,50.9,74.1,5.0
2016,3,5,nogales,30.0,0.669,178.9,21.3,10.6,103.4,106.1,88.9,0.595,65.1,94.6,6.3
2012,3,8,los ángeles,201.5,0.580,177.1,19.0,9.8,81.9,86.7,77.0,0.535,76.5,75.4,9.9
1992,3,8,los ángeles,131.0,0.377,115.1,12.3,6.4,53.2,56.4,50.1,0.348,49.7,49.0,6.4
1996,3,8,los ángeles,151.1,0.435,132.8,14.2,7.4,61.4,65.0,57.8,0.401,57.4,56.6,7.4
2000,3,8,los ángeles,161.2,0.464,141.7,15.2,7.8,65.5,69.4,61.6,0.428,61.2,60.3,7.9
2004,3,8,los ángeles,171.3,0.493,150.5,16.1,8.3,69.6,73.7,65.5,0.455,65.0,64.1,8.4
2008,3,8,los ángeles,181.3,0.522,159.4,17.1,8.8,73.7,78.0,69.3,0.482,68.9,67.9,8.9
2016,3,8,los ángeles,231.7,0.667,203.7,21.8,11.3,94.2,99.7,88.5,0.615,88.0,86.7,11.4
2012,3,13,tiltil,16.4,0.579,163.8,9.9,9.3,76.8,82.5,76.3,0.539,72.5,66.7,12.3
1992,3,13,tiltil,10.7,0.376,106.5,6.4,6.0,49.9,53.6,49.6,0.350,47.1,43.4,8.0
1996,3,13,tiltil,12.3,0.434,122.9,7.4,7.0,57.6,61.9,57.2,0.404,54.4,50.0,9.2
2000,3,13,tiltil,13.1,0.463,131.0,7.9,7.4,61.4,66.0,61.0,0.431,58.0,53.4,9.8
2004,3,13,tiltil,13.9,0.492,139.2,8.4,7.9,65.3,70.1,64.9,0.458,61.6,56.7,10.5
2008,3,13,tiltil,14.8,0.521,147.4,8.9,8.4,69.1,74.2,68.7,0.485,65.2,60.0,11.1
2016,3,13,tiltil,18.9,0.666,188.4,11.4,10.7,88.3,94.9,87.7,0.620,83.4,76.7,14.1
2012,3,1,alto hospicio,93.8,0.577,166.3,20.9,10.1,65.9,98.4,78.1,0.555,46.7,56.2,4.9
1992,3,1,alto hospicio,61.0,0.375,108.1,13.6,6.6,42.8,64.0,50.8,0.361,30.4,36.5,3.2
1996,3,1,alto hospicio,70.3,0.433,124.7,15.7,7.6,49.4,73.8,58.6,0.416,35.0,42.2,3.7
2000,3,1,alto hospicio,75.0,0.462,133.0,16.7,8.1,52.7,78.7,62.5,0.444,37.4,45.0,3.9
2004,3,1,alto hospicio,79.7,0.490,141.4,17.8,8.6,56.0,83.6,66.4,0.472,39.7,47.8,4.2
2008,3,1,alto hospicio,84.4,0.519,149.7,18.8,9.1,59.3,88.6,70.3,0.500,42.0,50.6,4.4
2016,3,1,alto hospicio,107.9,0.664,191.2,24.0,11.6,75.8,113.2,89.8,0.638,53.7,64.6,5.6
2012,3,10,frutillar,18.2,0.576,187.3,13.4,8.5,82.8,91.3,75.4,0.488,84.0,73.7,9.2
1992,3,10,frutillar,11.8,0.374,121.7,8.7,5.5,53.8,59.3,49.0,0.317,54.6,47.9,6.0
1996,3,10,frutillar,13.6,0.432,140.5,10.1,6.4,62.1,68.5,56.6,0.366,63.0,55.3,6.9
2000,3,10,frutillar,14.6,0.461,149.8,10.7,6.8,66.2,73.0,60.3,0.390,67.2,59.0,7.4
2004,3,10,frutillar,15.5,0.490,159.2,11.4,7.2,70.4,77.6,64.1,0.415,71.4,62.6,7.8
2008,3,10,frutillar,16.4,0.518,168.6,12.1,7.7,74.5,82.2,67.9,0.439,75.6,66.3,8.3
2016,3,10,frutillar,20.9,0.662,215.4,15.4,9.8,95.2,105.0,86.7,0.561,96.6,84.8,10.6
2012,3,4,illapel,31.4,0.575,164.7,11.3,9.2,85.4,78.1,78.4,0.570,72.1,80.2,9.7
1992,3,4,illapel,20.4,0.374,107.1,7.3,6.0,55.5,50.8,51.0,0.370,46.9,52.1,6.3
1996,3,4,illapel,23.5,0.431,123.5,8.5,6.9,64.1,58.6,58.8,0.427,54.1,60.2,7.3
2000,3,4,illapel,25.1,0.460,131.8,9.0,7.4,68.3,62.5,62.7,0.456,57.7,64.2,7.8
2004,3,4,illapel,26.7,0.489,140.0,9.6,7.8,72.6,66.4,66.6,0.484,61.3,68.2,8.2
2008,3,4,illapel,28.3,0.517,148.2,10.2,8.3,76.9,70.3,70.6,0.513,64.9,72.2,8.7
2016,3,4,illapel,36.1,0.661,189.4,13.0,10.6,98.2,89.8,90.2,0.655,82.9,92.2,11.2
2012,3,5,calera,54.9,0.575,141.1,20.9,9.6,84.0,96.2,77.2,0.509,76.4,79.4,6.4
1992,3,5,calera,35.7,0.374,91.7,13.6,6.2,54.6,62.5,50.2,0.331,49.7,51.6,4.2
1996,3,5,calera,41.2,0.431,105.8,15.7,7.2,63.0,72.2,57.9,0.382,57.3,59.6,4.8
2000,3,5,calera,43.9,0.460,112.9,16.7,7.7,67.2,77.0,61.8,0.407,61.1,63.5,5.1
2004,3,5,calera,46.7,0.489,119.9,17.8,8.2,71.4,81.8,65.6,0.433,64.9,67.5,5.4
2008,3,5,calera,49.4,0.517,127.0,18.8,8.6,75.6,86.6,69.5,0.458,68.8,71.5,5.8
2016,3,5,calera,63.1,0.661,162.3,24.0,11.0,96.6,110.6,88.8,0.585,87.9,91.3,7.4
2012,3,13,san ramón,84.0,0.575,157.0,19.1,9.6,79.1,93.3,76.3,0.506,98.1,78.3,6.8
1992,3,13,san ramón,54.6,0.374,102.0,12.4,6.2,51.4,60.6,49.6,0.329,63.8,50.9,4.4
1996,3,13,san ramón,63.0,0.431,117.8,14.3,7.2,59.3,70.0,57.2,0.380,73.6,58.7,5.1
2000,3,13,san ramón,67.2,0.460,125.6,15.3,7.7,63.3,74.6,61.0,0.405,78.5,62.6,5.4
2004,3,13,san ramón,71.4,0.489,133.4,16.2,8.2,67.2,79.3,64.9,0.430,83.4,66.6,5.8
2008,3,13,san ramón,75.6,0.517,141.3,17.2,8.6,71.2,84.0,68.7,0.455,88.3,70.5,6.1
2016,3,13,san ramón,96.6,0.661,180.5,22.0,11.0,91.0,107.3,87.7,0.582,112.8,90.0,7.8
2012,3,6,santa cruz,36.7,0.574,168.3,12.0,9.3,80.5,80.9,77.7,0.558,68.3,75.1,4.8
1992,3,6,santa cruz,23.9,0.373,109.4,7.8,6.0,52.3,52.6,50.5,0.363,44.4,48.8,3.1
1996,3,6,santa cruz,27.5,0.430,126.2,9.0,7.0,60.4,60.7,58.3,0.419,51.2,56.3,3.6
2000,3,6,santa cruz,29.4,0.459,134.6,9.6,7.4,64.4,64.7,62.2,0.446,54.6,60.1,3.8
2004,3,6,santa cruz,31.2,0.488,143.1,10.2,7.9,68.4,68.8,66.0,0.474,58.1,63.8,4.1
2008,3,6,santa cruz,33.0,0.517,151.5,10.8,8.4,72.5,72.8,69.9,0.502,61.5,67.6,4.3
2016,3,6,santa cruz,42.2,0.660,193.5,13.8,10.7,92.6,93.0,89.4,0.642,78.5,86.4,5.5
2012,3,6,mostazal,26.7,0.574,171.5,12.4,9.1,77.8,86.1,77.4,0.545,67.7,77.0,10.0
1992,3,6,mostazal,17.4,0.373,111.5,8.1,5.9,50.6,56.0,50.3,0.354,44.0,50.1,6.5
1996,3,6,mostazal,20.0,0.430,128.6,9.3,6.8,58.3,64.6,58.1,0.409,50.8,57.8,7.5
2000,3,6,mostazal,21.4,0.459,137.2,9.9,7.3,62.2,68.9,61.9,0.436,54.2,61.6,8.0
2004,3,6,mostazal,22.7,0.488,145.8,10.5,7.7,66.1,73.2,65.8,0.463,57.5,65.5,8.5
2008,3,6,mostazal,24.0,0.517,154.3,11.2,8.2,70.0,77.5,69.7,0.491,60.9,69.3,9.0
2016,3,6,mostazal,30.7,0.660,197.2,14.3,10.5,89.5,99.0,89.0,0.627,77.9,88.5,11.5
2012,3,5,limache,45.4,0.573,148.2,20.4,9.8,79.5,93.5,77.0,0.518,76.6,82.2,9.0
1992,3,5,limache,29.5,0.372,96.3,13.3,6.4,51.7,60.8,50.1,0.337,49.8,53.4,5.9
1996,3,5,limache,34.0,0.430,111.1,15.3,7.4,59.6,70.1,57.8,0.389,57.4,61.7,6.8
2000,3,5,limache,36.3,0.458,118.6,16.3,7.8,63.6,74.8,61.6,0.414,61.3,65.8,7.2
2004,3,5,limache,38.6,0.487,126.0,17.3,8.3,67.6,79.5,65.5,0.440,65.1,69.9,7.6
2008,3,5,limache,40.9,0.516,133.4,18.4,8.8,71.5,84.2,69.3,0.466,68.9,74.0,8.1
2016,3,5,limache,52.2,0.659,170.4,23.5,11.3,91.4,107.5,88.5,0.596,88.1,94.5,10.3
2012,3,9,pucón,32.1,0.572,191.0,17.0,9.3,80.6,86.0,78.7,0.566,52.8,71.9,7.4
1992,3,9,pucón,20.9,0.372,124.2,11.1,6.0,52.4,55.9,51.2,0.368,34.3,46.7,4.8
1996,3,9,pucón,24.1,0.429,143.2,12.8,7.0,60.4,64.5,59.0,0.424,39.6,53.9,5.6
2000,3,9,pucón,25.7,0.458,152.8,13.6,7.4,64.5,68.8,63.0,0.453,42.2,57.5,5.9
2004,3,9,pucón,27.3,0.486,162.3,14.4,7.9,68.5,73.1,66.9,0.481,44.9,61.1,6.3
2008,3,9,pucón,28.9,0.515,171.9,15.3,8.4,72.5,77.4,70.8,0.509,47.5,64.7,6.7
2016,3,9,pucón,36.9,0.658,219.6,19.5,10.7,92.7,98.9,90.5,0.651,60.7,82.7,8.5
2012,3,5,llaillay,23.6,0.570,136.0,13.0,9.4,75.2,89.6,78.2,0.554,72.9,78.9,9.6
1992,3,5,llaillay,15.3,0.370,88.4,8.5,6.1,48.9,58.2,50.8,0.360,47.4,51.3,6.2
1996,3,5,llaillay,17.7,0.427,102.0,9.8,7.1,56.4,67.2,58.7,0.416,54.7,59.2,7.2
2000,3,5,llaillay,18.9,0.456,108.8,10.4,7.5,60.2,71.7,62.6,0.443,58.3,63.1,7.7
2004,3,5,llaillay,20.1,0.484,115.6,11.0,8.0,63.9,76.2,66.5,0.471,62.0,67.1,8.2
2008,3,5,llaillay,21.2,0.513,122.4,11.7,8.5,67.7,80.6,70.4,0.499,65.6,71.0,8.6
2016,3,5,llaillay,27.1,0.655,156.4,14.9,10.8,86.5,103.0,89.9,0.637,83.8,90.7,11.0
2012,3,4,vicuña,26.6,0.568,162.7,17.2,9.3,79.0,90.1,79.3,0.567,60.7,77.2,4.0
1992,3,4,vicuña,17.3,0.369,105.8,11.2,6.0,51.4,58.6,51.5,0.369,39.5,50.2,2.6
1996,3,4,vicuña,20.0,0.426,122.0,12.9,7.0,59.2,67.6,59.5,0.425,45.5,57.9,3.0
2000,3,4,vicuña,21.3,0.454,130.2,13.8,7.4,63.2,72.1,63.4,0.454,48.6,61.8,3.2
2004,3,4,vicuña,22.6,0.483,138.3,14.6,7.9,67.1,76.6,67.4,0.482,51.6,65.6,3.4
2008,3,4,vicuña,23.9,0.511,146.4,15.5,8.4,71.1,81.1,71.4,0.510,54.6,69.5,3.6
2016,3,4,vicuña,30.6,0.653,187.1,19.8,10.7,90.8,103.6,91.2,0.652,69.8,88.8,4.6
2012,3,5,san antonio,99.1,0.568,138.3,21.1,9.9,78.8,93.3,76.8,0.509,82.2,75.1,7.1
1992,3,5,san antonio,64.4,0.369,89.9,13.7,6.4,51.2,60.6,49.9,0.331,53.4,48.8,4.6
1996,3,5,san antonio,74.3,0.426,103.7,15.8,7.4,59.1,70.0,57.6,0.382,61.7,56.3,5.3
2000,3,5,san antonio,79.3,0.454,110.6,16.9,7.9,63.0,74.6,61.4,0.407,65.8,60.1,5.7
2004,3,5,san antonio,84.2,0.483,117.6,17.9,8.4,67.0,79.3,65.3,0.433,69.9,63.8,6.0
2008,3,5,san antonio,89.2,0.511,124.5,19.0,8.9,70.9,84.0,69.1,0.458,74.0,67.6,6.4
2016,3,5,san antonio,114.0,0.653,159.0,24.3,11.4,90.6,107.3,88.3,0.585,94.5,86.4,8.2
2012,3,10,fresia,12.3,0.567,194.9,10.0,8.4,84.9,79.2,73.1,0.457,116.1,77.5,7.5
1992,3,10,fresia,8.0,0.369,126.7,6.5,5.5,55.2,51.5,47.5,0.297,75.5,50.4,4.9
1996,3,10,fresia,9.2,0.425,146.2,7.5,6.3,63.7,59.4,54.8,0.343,87.1,58.1,5.6
2000,3,10,fresia,9.8,0.454,155.9,8.0,6.7,67.9,63.4,58.5,0.366,92.9,62.0,6.0
2004,3,10,fresia,10.5,0.482,165.7,8.5,7.1,72.2,67.3,62.1,0.388,98.7,65.9,6.4
2008,3,10,fresia,11.1,0.510,175.4,9.0,7.6,76.4,71.3,65.8,0.411,104.5,69.8,6.8
2016,3,10,fresia,14.1,0.652,224.1,11.5,9.7,97.6,91.1,84.1,0.526,133.5,89.1,8.6
2012,3,6,doñihue,20.2,0.567,155.6,14.5,9.2,80.4,85.7,77.7,0.540,63.3,79.4,7.2
1992,3,6,doñihue,13.1,0.369,101.1,9.4,6.0,52.3,55.7,50.5,0.351,41.1,51.6,4.7
1996,3,6,doñihue,15.1,0.425,116.7,10.9,6.9,60.3,64.3,58.3,0.405,47.5,59.6,5.4
2000,3,6,doñihue,16.2,0.454,124.5,11.6,7.4,64.3,68.6,62.2,0.432,50.6,63.5,5.8
2004,3,6,doñihue,17.2,0.482,132.3,12.3,7.8,68.3,72.8,66.0,0.459,53.8,67.5,6.1
2008,3,6,doñihue,18.2,0.510,140.0,13.1,8.3,72.4,77.1,69.9,0.486,57.0,71.5,6.5
2016,3,6,doñihue,23.2,0.652,178.9,16.7,10.6,92.5,98.6,89.4,0.621,72.8,91.3,8.3
2012,3,5,cabildo,21.0,0.567,165.4,13.4,8.9,71.4,93.2,78.3,0.552,66.8,66.4,6.8
1992,3,5,cabildo,13.7,0.369,107.5,8.7,5.8,46.4,60.6,50.9,0.359,43.4,43.2,4.4
1996,3,5,cabildo,15.8,0.425,124.1,10.1,6.7,53.6,69.9,58.7,0.414,50.1,49.8,5.1
2000,3,5,cabildo,16.8,0.454,132.3,10.7,7.1,57.1,74.6,62.6,0.442,53.4,53.1,5.4
2004,3,5,cabildo,17.8,0.482,140.6,11.4,7.6,60.7,79.2,66.6,0.469,56.8,56.4,5.8
2008,3,5,cabildo,18.9,0.510,148.9,12.1,8.0,64.3,83.9,70.5,0.497,60.1,59.8,6.1
2016,3,5,cabildo,24.1,0.652,190.2,15.4,10.2,82.1,107.2,90.0,0.635,76.8,76.4,7.8
2012,3,6,codegua,12.6,0.567,149.5,12.2,9.2,82.7,81.1,76.9,0.531,62.1,75.9,7.0
1992,3,6,codegua,8.2,0.369,97.2,7.9,6.0,53.8,52.7,50.0,0.345,40.4,49.3,4.5
1996,3,6,codegua,9.4,0.425,112.1,9.1,6.9,62.0,60.8,57.7,0.398,46.6,56.9,5.2
2000,3,6,codegua,10.1,0.454,119.6,9.8,7.4,66.2,64.9,61.5,0.425,49.7,60.7,5.6
2004,3,6,codegua,10.7,0.482,127.1,10.4,7.8,70.3,68.9,65.4,0.451,52.8,64.5,6.0
2008,3,6,codegua,11.3,0.510,134.6,11.0,8.3,74.4,73.0,69.2,0.478,55.9,68.3,6.3
2016,3,6,codegua,14.5,0.652,171.9,14.0,10.6,95.1,93.3,88.4,0.611,71.4,87.3,8.0
2012,3,6,coinco,7.2,0.562,159.2,10.5,9.0,79.9,78.8,77.2,0.542,76.5,86.0,4.0
1992,3,6,coinco,4.7,0.365,103.5,6.8,5.9,51.9,51.2,50.2,0.352,49.7,55.9,2.6
1996,3,6,coinco,5.4,0.422,119.4,7.9,6.8,59.9,59.1,57.9,0.407,57.4,64.5,3.0
2000,3,6,coinco,5.8,0.450,127.4,8.4,7.2,63.9,63.0,61.8,0.434,61.2,68.8,3.2
2004,3,6,coinco,6.1,0.478,135.3,8.9,7.6,67.9,67.0,65.6,0.461,65.0,73.1,3.4
2008,3,6,coinco,6.5,0.506,143.3,9.5,8.1,71.9,70.9,69.5,0.488,68.9,77.4,3.6
2016,3,6,coinco,8.3,0.646,183.1,12.1,10.3,91.9,90.6,88.8,0.623,88.0,98.9,4.6
2012,3,13,cerro navia,133.9,0.562,141.3,16.8,9.1,77.2,95.7,75.8,0.482,97.2,75.0,7.8
1992,3,13,cerro navia,87.0,0.365,91.8,10.9,5.9,50.2,62.2,49.3,0.313,63.2,48.8,5.1
1996,3,13,cerro navia,100.4,0.422,106.0,12.6,6.8,57.9,71.8,56.8,0.361,72.9,56.2,5.8
2000,3,13,cerro navia,107.1,0.450,113.0,13.4,7.3,61.8,76.6,60.6,0.386,77.8,60.0,6.2
2004,3,13,cerro navia,113.8,0.478,120.1,14.3,7.7,65.6,81.3,64.4,0.410,82.6,63.8,6.6
2008,3,13,cerro navia,120.5,0.506,127.2,15.1,8.2,69.5,86.1,68.2,0.434,87.5,67.5,7.0
2016,3,13,cerro navia,154.0,0.646,162.5,19.3,10.5,88.8,110.1,87.2,0.554,111.8,86.2,9.0
2012,3,10,hualaihué,8.4,0.562,149.9,8.1,8.8,87.8,72.9,78.2,0.560,78.4,76.0,0.0
1992,3,10,hualaihué,5.5,0.365,97.4,5.3,5.7,57.1,47.4,50.8,0.364,51.0,49.4,0.0
1996,3,10,hualaihué,6.3,0.422,112.4,6.1,6.6,65.8,54.7,58.7,0.420,58.8,57.0,0.0
2000,3,10,hualaihué,6.7,0.450,119.9,6.5,7.0,70.2,58.3,62.6,0.448,62.7,60.8,0.0
2004,3,10,hualaihué,7.1,0.478,127.4,6.9,7.5,74.6,62.0,66.5,0.476,66.6,64.6,0.0
2008,3,10,hualaihué,7.6,0.506,134.9,7.3,7.9,79.0,65.6,70.4,0.504,70.6,68.4,0.0
2016,3,10,hualaihué,9.7,0.646,172.4,9.3,10.1,101.0,83.8,89.9,0.644,90.2,87.4,0.0
2012,3,13,la pintana,202.6,0.561,135.8,20.1,8.9,90.2,94.4,77.2,0.490,79.4,63.4,6.6
1992,3,13,la pintana,131.7,0.365,88.3,13.1,5.8,58.6,61.4,50.2,0.319,51.6,41.2,4.3
1996,3,13,la pintana,151.9,0.421,101.9,15.1,6.7,67.7,70.8,57.9,0.367,59.6,47.5,4.9
2000,3,13,la pintana,162.1,0.449,108.6,16.1,7.1,72.2,75.5,61.8,0.392,63.5,50.7,5.3
2004,3,13,la pintana,172.2,0.477,115.4,17.1,7.6,76.7,80.2,65.6,0.416,67.5,53.9,5.6
2008,3,13,la pintana,182.3,0.505,122.2,18.1,8.0,81.2,85.0,69.5,0.441,71.5,57.1,5.9
2016,3,13,la pintana,233.0,0.645,156.2,23.1,10.2,103.7,108.6,88.8,0.564,91.3,72.9,7.6
